,Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Hours physical restraint rate per 1000,Hours physical restraint,Total inpatient hours,Hours seclusion rate per 1000,Hours seclusion,Total inpatient hours,Discharged 2+ meds %,Discharged 2+ meds with justification,Discharged 2+ meds total,Post discharge continuing care plan %,Post discharge continuing care plan created,Total discharge patients,Continuing care plan sent to next provider %,Continuing care plan sent to next provider,Total continuing care plans,Alcohol Screen Complete %,Alcohol Screen Numerator,Alcohol Screen Denominator,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,Tobacco Use Screen %,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Assessed_Response,EHR Use,HIE_Response,Start_Date,End_Date,% Patients Follow Up Care within 30 days,FUH-30_Numerator,FUH-30_Denominator,% Patients Follow Up Care within 7 days for mental illness,FUH-7_Numerator,FUH-7_Denominator,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,HCP_%,HCP_Numerator,HCP_Denominator,Flu_Season_Start_Date,Flu_Season_End_Date
343,110129,ST FRANCIS HOSPITAL,2122 MANCHESTER EXPRESSWAY ,COLUMBUS,GA,31995,Muscogee,0.09,6.42,3040.0,0.16,11.35,3040,62.5,15,24,72.24%,177,245,56.33%,138,245,80.56%,174,216,97.73%,215,220,79.22%,61,77,64.94%,50,77,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,59.72%,43,72,31.94%,23,72,07/01/2014,06/30/2015,96.02%,169,176,70,204,293,10/01/2015,03/31/2016
344,110164,"COLISEUM MEDICAL CENTERS, LLC, DBA",350 HOSPITAL DRIVE ,MACON,GA,31217,Bibb,0.0,0.0,62242.0,0.02,31.37,62242,,Not Available,Not Available,100.00%,426,426,100.00%,426,426,100.00%,502,502,100.00%,502,502,97.91%,234,239,13.81%,33,239,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,49.43%,43,87,26.44%,23,87,07/01/2014,06/30/2015,96.60%,313,324,72,1043,1446,10/01/2015,03/31/2016
345,110187,CHESTATEE REGIONAL HOSPITAL,227 MOUNTAIN DR ,DAHLONEGA,GA,30533,Lumpkin,0.0,0.0,2248.0,0.03,1.75,2248,100.0,43,43,97.96%,192,196,97.96%,192,196,61.88%,99,160,100.00%,190,190,72.92%,35,48,72.92%,35,48,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,97.81%,134,137,84,16,19,10/01/2015,03/31/2016
346,110190,FLINT RIVER COMMUNITY HOSPITAL,"509 SUMTER STREET, BOX 770 ",MONTEZUMA,GA,31063,Dooly,0.0,0.0,7910.0,0.14,27.07,7910,0.0,0,235,100.00%,1553,1553,100.00%,1553,1553,100.00%,1553,1553,100.00%,1553,1553,100.00%,1368,1368,2.34%,32,1368,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,45.41%,84,185,26.49%,49,185,07/01/2014,06/30/2015,6.69%,54,807,99,127,128,10/01/2015,03/31/2016
347,110192,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY ,SNELLVILLE,GA,30078,Gwinnett,0.0,0.0,22395.0,0.0,0,22395,91.18,31,34,96.27%,387,402,94.78%,381,402,99.86%,714,715,99.02%,707,714,88.34%,144,163,8.59%,14,163,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,43.42%,66,152,16.45%,25,152,07/01/2014,06/30/2015,99.22%,381,384,88,157,178,10/01/2015,03/31/2016
348,110209,TURNING POINT HOSPITAL,3015 VETERANS PARKWAY ,MOULTRIE,GA,31788,Colquitt,0.03,5.28,8464.0,0.09,18.36,8464,,Not Available,Not Available,98.18%,269,274,97.81%,268,274,98.41%,619,629,99.84%,628,629,90.48%,418,462,13.85%,64,462,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,90.93%,361,397,84.89%,337,397,07/01/2014,06/30/2015,92.79%,296,319,83,199,239,10/01/2015,03/31/2016
349,110234,SGMC BERRIEN CAMPUS,1221 E MCPHERSON AVENUE ,NASHVILLE,GA,31639,Berrien,0.0,0.0,2925.0,0.0,0,2925,,0,0,89.62%,164,183,89.62%,164,183,99.46%,183,184,100.00%,184,184,56.00%,14,25,0.00%,0,25,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,93,93,69,18,26,10/01/2015,03/31/2016
350,111314,PIONEER COMMUNITY HOSPITAL OF EARLY,11740 COLUMBIA STREET ,BLAKELY,GA,39823,Early,0.0,0.0,1134.0,0.33,9,1134,,Not Available,Not Available,100.00%,97,97,100.00%,97,97,86.60%,84,97,85.57%,83,97,0.00%,0,17,0.00%,0,17,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,60.00%,27,45,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
351,111324,CHATUGE REGIONAL HOSPITAL,110 EAST MAIN STREET ,HIAWASSEE,GA,30546,Towns,0.0,0.0,781.0,0.0,0,781,,Not Available,Not Available,100.00%,70,70,100.00%,70,70,0.00%,0,70,98.21%,55,56,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Certified EHR Technology,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,74.14%,43,58,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
352,114004,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,250 SCENIC HIGHWAY ,LAWRENCEVILLE,GA,30046,Gwinnett,0.04,23.21,25655.0,0.03,20.18,25655,67.5,27,40,91.21%,1058,1160,86.12%,999,1160,98.03%,448,457,95.62%,437,457,92.25%,238,258,17.83%,46,258,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,46.93%,176,375,25.33%,95,375,07/01/2014,06/30/2015,69.80%,282,404,56,151,268,10/01/2015,03/31/2016
353,114008,COASTAL HARBOR TREATMENT CENTER,1150 CORNELL AVE ,SAVANNAH,GA,31406,Chatham,0.07,29.63,17786.0,0.28,118.2,17786,,Not Available,Not Available,96.32%,837,869,90.33%,785,869,90.57%,576,636,92.77%,590,636,82.54%,279,338,13.91%,47,338,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,36.15%,77,213,21.13%,45,213,07/01/2014,06/30/2015,70.00%,539,770,63,414,662,10/01/2015,03/31/2016
354,114010,PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA,2151 PEACHFORD ROAD ,ATLANTA,GA,30338,DeKalb,0.08,147.5,76774.0,0.05,101.1,76774,95.52,64,67,98.64%,1817,1842,95.55%,1760,1842,84.63%,644,761,81.58%,620,760,85.03%,301,354,18.08%,64,354,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,42.51%,329,774,20.28%,157,774,07/01/2014,06/30/2015,79.00%,553,700,79,647,822,10/01/2015,03/31/2016
355,114012,RIDGEVIEW INSTITUTE,3995 S COBB DRIVE ,SMYRNA,GA,30080,Cobb,0.22,157.92,29882.0,0.1,73.4,29882,,Not Available,Not Available,99.47%,1122,1128,93.97%,1060,1128,97.77%,659,674,77.15%,520,674,68.63%,105,153,7.84%,12,153,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,75.18%,412,548,43,230,537,10/01/2015,03/31/2016
356,114013,WEST CENTRAL GEORGIA REGIONAL HOSPITAL,3000 SCHATULGA RD BOX 12435 ,COLUMBUS,GA,31917,Muscogee,0.15,45.55,12935.0,0.19,60.03,12935,,Not Available,Not Available,100.00%,114,114,95.61%,109,114,96.15%,75,78,66.23%,51,77,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,29,200,687,10/01/2015,03/31/2016
357,114016,ST SIMONS-BY-THE-SEA,2927 DEMERE ROAD ,SAINT SIMONS ISLAND,GA,31522,Glynn,0.12,66.71,24099.0,0.0,0,24099,,Not Available,Not Available,94.10%,909,966,92.55%,894,966,99.51%,405,407,96.81%,394,407,84.71%,205,242,12.81%,31,242,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,55.56%,135,243,32.10%,78,243,07/01/2014,06/30/2015,71.23%,255,358,61,152,249,10/01/2015,03/31/2016
358,114019,GEORGIA REGIONAL HOSPITAL ATLANTA,3073 PANTHERSVILLE ROAD ,DECATUR,GA,30034,DeKalb,0.04,81.0,80689.0,0.19,373.68,80689,12.9,16,124,99.55%,1326,1332,99.10%,1320,1332,77.14%,867,1124,58.15%,642,1104,58.42%,177,303,47.19%,143,303,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,21.21%,21,99,11.11%,11,99,07/01/2014,06/30/2015,16.77%,82,489,19,212,1133,10/01/2015,03/31/2016
359,114028,GEORGIA REGIONAL HOSP SAVANNAH,1915 EISENHOWER DR ,SAVANNAH,GA,31416,Chatham,0.03,20.33,30168.0,0.01,4.68,30168,52.21,71,136,99.63%,799,802,97.38%,781,802,56.47%,393,696,73.33%,506,690,46.91%,144,307,35.18%,108,307,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,27.50%,11,40,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,40.26%,157,390,55,491,894,10/01/2015,03/31/2016
360,114029,EAST CENTRAL REGIONAL HOSPITAL,3405 MIKE PADGETT HWY ,AUGUSTA,GA,30906,Richmond,0.48,248.17,21366.0,0.13,67.93,21366,22.29,37,166,99.39%,651,655,94.20%,617,655,82.44%,493,598,64.82%,374,577,56.22%,104,185,50.81%,94,185,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,28.77%,21,73,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,5.86%,16,273,63,395,629,10/01/2015,03/31/2016
361,114032,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,5454 YORKTOWNE DRIVE ,COLLEGE PARK,GA,30349,Fulton,0.06,65.58,49279.0,0.08,100.3,49279,30.3,20,66,85.16%,1785,2096,75.38%,1580,2096,96.28%,853,886,87.30%,763,874,84.65%,364,430,26.28%,113,430,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,41.17%,226,549,25.68%,141,549,07/01/2014,06/30/2015,47.75%,392,821,57,175,307,10/01/2015,03/31/2016
362,114035,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,223 MEDICAL CENTER DRIVE ,RIVERDALE,GA,30274,Clayton,0.05,52.13,44587.0,0.07,73.66,44587,65.38,34,52,99.26%,1341,1351,97.48%,1317,1351,99.50%,794,798,95.62%,764,799,52.15%,158,303,9.57%,29,303,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,44.06%,334,758,26.91%,204,758,07/01/2014,06/30/2015,17.55%,106,604,24,130,540,10/01/2015,03/31/2016
363,114036,GREENLEAF CENTER,2209 PINEVIEW DRIVE ,VALDOSTA,GA,31602,Lowndes,0.01,5.08,20864.0,0.02,7.92,20864,56.52,13,23,99.58%,712,715,99.58%,712,715,98.33%,412,419,94.70%,393,415,94.19%,162,172,13.37%,23,172,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,55.81%,144,258,31.40%,81,258,07/01/2014,06/30/2015,88.57%,403,455,61,124,204,10/01/2015,03/31/2016
364,120004,WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET ,WAHIAWA,HI,96786,Honolulu,0.0,0.0,2200.0,0.0,0,2200,,Not Available,Not Available,100.00%,69,69,100.00%,69,69,59.18%,29,49,100.00%,49,49,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,68.75%,11,16,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,96.88%,31,32,87,20,23,10/01/2015,03/31/2016
365,120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET ,KEALAKEKUA,HI,96750,Hawaii,0.16,16.23,4176.0,0.11,10.92,4176,,Not Available,Not Available,87.33%,193,221,80.54%,178,221,95.81%,160,167,84.24%,139,165,77.97%,46,59,59.32%,35,59,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,58.33%,14,24,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,96.39%,160,166,71,17,24,10/01/2015,03/31/2016
366,121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,4800 KAWAIHAU ROAD ,KAPAA,HI,96746,Kauai,0.0,0.0,1440.0,0.03,.88,1440,,Not Available,Not Available,94.81%,128,135,80.74%,109,135,94.19%,81,86,89.41%,76,85,76.00%,19,25,64.00%,16,25,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,48.08%,25,52,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
367,124001,KAHI MOHALA,91-2301 FORT WEAVER ROAD ,EWA BEACH,HI,96706,Honolulu,0.22,134.35,25429.0,0.13,77.6,25429,85.71,12,14,100.00%,411,411,99.51%,409,411,66.36%,73,110,64.55%,71,110,61.70%,29,47,61.70%,29,47,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,34.51%,78,226,78,342,436,10/01/2015,03/31/2016
368,130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,650 ADDISON AVENUE WEST ,TWIN FALLS,ID,83301,Twin Falls,0.04,4.81,4846.0,0.04,4.67,4846,,Not Available,Not Available,80.79%,164,203,68.97%,140,203,94.55%,416,440,91.18%,403,442,81.39%,188,231,60.17%,139,231,No,Non-Certified EHR Technology,No,01/01/2015,12/31/2015,66.22%,49,74,45.95%,34,74,07/01/2014,06/30/2015,98.89%,267,270,83,2845,3447,10/01/2015,03/31/2016
369,130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 6TH STREET ,LEWISTON,ID,83501,Nez Perce,5.39,332.25,2569.0,0.54,33.06,2569,,Not Available,Not Available,100.00%,187,187,72.19%,135,187,92.34%,229,248,100.00%,248,248,44.35%,55,124,25.00%,31,124,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,68.35%,54,79,37.97%,30,79,07/01/2014,06/30/2015,27.68%,31,112,93,43,46,10/01/2015,03/31/2016
370,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY ,IDAHO FALLS,ID,83404,Bonneville,0.18,42.73,9799.0,0.14,32.65,9799,81.25,13,16,98.60%,423,429,98.37%,422,429,99.00%,398,402,100.00%,406,406,86.21%,150,174,10.92%,19,174,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,52.38%,44,84,28.57%,24,84,07/01/2014,06/30/2015,83.06%,255,307,89,2247,2518,10/01/2015,03/31/2016
371,130028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY ,POCATELLO,ID,83201,Bannock,0.31,29.43,4017.0,0.19,18.59,4017,,Not Available,Not Available,98.87%,350,354,98.59%,349,354,97.74%,389,398,99.50%,400,402,66.83%,139,208,45.67%,95,208,No,Paper or Other Form,No,01/01/2015,12/31/2015,71.57%,73,102,44.12%,45,102,07/01/2014,06/30/2015,95.85%,277,289,81,235,291,10/01/2015,03/31/2016
372,134002,INTERMOUNTAIN HOSPITAL,303 NORTH ALLUMBAUGH STREET ,BOISE,ID,83704,Ada,0.04,29.56,31123.0,0.06,44.9,31123,95.24,20,21,100.00%,1112,1112,98.20%,1092,1112,99.20%,371,374,97.86%,366,374,79.91%,171,214,8.88%,19,214,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,61.11%,176,288,42.36%,122,288,07/01/2014,06/30/2015,85.54%,355,415,80,318,398,10/01/2015,03/31/2016
373,134009,SAFE HAVEN HOSPITAL OF TREASURE VALLEY,8050 WEST NORTHVIEW STREET ,BOISE,ID,83704,Ada,0.0,0.4,5150.0,0.0,0,5150,100.0,42,42,8.36%,55,658,17.33%,114,658,26.14%,172,658,0.00%,0,658,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
374,134010, STATE HOSPITAL SOUTH,700 EAST ALICE STREET ,BLACKFOOT,ID,83221,Bingham,0.11,83.87,31502.0,1.16,875.72,31502,88.06,59,67,100.00%,705,705,100.00%,705,705,99.63%,539,541,98.71%,534,541,93.66%,266,284,15.14%,43,284,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,55.00%,55,100,33.00%,33,100,07/01/2014,06/30/2015,82.78%,298,360,67,238,357,10/01/2015,03/31/2016
375,140013,PROCTOR HOSPITAL,5409 N KNOXVILLE AVE ,PEORIA,IL,61354,La Salle,0.02,2.27,4592.0,0.11,11.95,4592,,Not Available,Not Available,94.92%,280,295,64.75%,191,295,77.87%,183,235,98.79%,245,248,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,80.56%,29,36,36.11%,13,36,07/01/2014,06/30/2015,64.62%,42,65,100,27,27,10/01/2015,03/31/2016
376,134011,SAFE HAVEN HOSPITAL OF POCATELLO,1200 HOSPITAL WAY ,POCATELLO,ID,83201,Bannock,,,,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
377,140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE ,ALTON,IL,62002,Madison,0.0,0.0,2942.0,0.0,0,2942,,Not Available,Not Available,100.00%,177,177,99.44%,176,177,93.21%,247,265,99.62%,265,266,92.86%,13,14,92.86%,13,14,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,53.62%,37,69,31.88%,22,69,07/01/2014,06/30/2015,84.56%,115,136,80,623,781,10/01/2015,03/31/2016
378,140008,GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE ,MELROSE PARK,IL,60160,Cook,0.0,0.0,3270.0,0.0,0,3270,,Not Available,Not Available,93.33%,140,150,77.33%,116,150,97.34%,183,188,98.43%,188,191,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,55.26%,21,38,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,101,101,95,1402,1483,10/01/2015,03/31/2016
379,140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,2650 RIDGE AVE ROOM:  BURCH 300,EVANSTON,IL,60201,Cook,1.54,300.9,8148.0,0.0,0,8148,74.07,20,27,99.48%,569,572,96.68%,553,572,98.80%,328,332,99.09%,326,329,52.34%,56,107,41.12%,44,107,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,68.21%,103,151,50.33%,76,151,07/01/2014,06/30/2015,74.60%,232,311,24,60,253,10/01/2015,03/31/2016
380,140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST ,DIXON,IL,61021,Lee,0.85,64.8,3160.0,0.0,0,3160,100.0,22,22,97.70%,468,479,97.08%,465,479,97.49%,467,479,97.70%,468,479,100.00%,368,368,61.41%,226,368,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,72.73%,72,99,39.39%,39,99,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,100,31,31,10/01/2015,03/31/2016
381,140015,BLESSING HOSPITAL,1005 BROADWAY ,QUINCY ,IL,62305,Adams,0.19,50.03,10713.0,0.64,164.05,10713,0.0,0,14,98.57%,550,558,96.06%,536,558,95.60%,304,318,100.00%,317,317,81.91%,163,199,60.80%,121,199,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,63.21%,122,193,29.53%,57,193,07/01/2014,06/30/2015,95.59%,282,295,97,116,119,10/01/2015,03/31/2016
382,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA ,CHICAGO,IL,60608,Cook,1.66,319.9,8051.0,0.0,0,8051,,0,0,97.37%,333,342,97.37%,333,342,100.00%,437,437,98.17%,429,437,92.46%,233,252,68.25%,172,252,No,Paper or Other Form,No,01/01/2015,12/31/2015,38.37%,33,86,15.12%,13,86,07/01/2014,06/30/2015,90.45%,142,157,100,72,72,10/01/2015,03/31/2016
383,140033,VISTA MEDICAL CENTER WEST,2615 WASHINGTON ST ,WAUKEGAN,IL,60085,Lake,0.0,0.0,8892.0,0.0,0,8892,,Not Available,Not Available,98.67%,223,226,96.90%,219,226,98.65%,438,444,99.55%,442,444,89.69%,200,223,7.62%,17,223,No,Paper or Other Form,No,01/01/2015,12/31/2015,41.25%,33,80,13.75%,11,80,07/01/2014,06/30/2015,95.51%,255,267,65,41,63,10/01/2015,03/31/2016
384,140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE ,CENTRALIA,IL,62801,Marion,0.17,11.3,2710.0,0.0,0,2710,,Not Available,Not Available,72.10%,261,362,68.51%,248,362,100.00%,337,337,100.00%,338,338,61.50%,131,213,42.25%,90,213,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,63.16%,36,57,31.58%,18,57,07/01/2014,06/30/2015,98.94%,280,283,100,217,218,10/01/2015,03/31/2016
385,140040,GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST ,GALESBURG,IL,61401,Knox,0.0,0.2,2506.0,0.0,0,2506,100.0,12,12,99.23%,129,130,99.23%,129,130,100.00%,139,139,100.00%,139,139,70.59%,12,17,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,61,61,74,273,368,10/01/2015,03/31/2016
386,140053,ST JOHNS HOSPITAL,800 E CARPENTER ST ,SPRINGFIELD,IL,62769,Sangamon,0.89,94.65,4440.0,0.0,0,4440,,Not Available,Not Available,25.91%,64,247,23.08%,57,247,71.68%,124,173,90.08%,227,252,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,56.25%,36,64,32.81%,21,64,07/01/2014,06/30/2015,88.26%,188,213,94,29,31,10/01/2015,03/31/2016
387,140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE ,BERWYN,IL,60402,Cook,4.48,7143.45,66469.0,0.01,9.94,66469,72.41,21,29,97.99%,390,398,92.96%,370,398,99.64%,561,563,99.65%,565,567,63.97%,158,247,57.49%,142,247,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,48.53%,99,204,21.57%,44,204,07/01/2014,06/30/2015,100.00%,157,157,97,134,138,10/01/2015,03/31/2016
388,140062,PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE ,PALOS HEIGHTS,IL,60463,Cook,0.46,82.4,7472.0,0.0,0,7472,100.0,11,11,100.00%,402,402,100.00%,402,402,100.00%,335,335,100.00%,335,335,98.16%,160,163,82.82%,135,163,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,71.05%,81,114,42.11%,48,114,07/01/2014,06/30/2015,100.00%,298,298,99,102,103,10/01/2015,03/31/2016
389,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE ,CHICAGO,IL,60640,Cook,0.0,0.0,12023.0,0.0,0,12023,,Not Available,Not Available,100.00%,207,207,100.00%,207,207,98.73%,156,158,93.13%,149,160,52.17%,12,23,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,88.24%,60,68,65,20,31,10/01/2015,03/31/2016
390,140089,MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET ,MACOMB,IL,61455,McDonough,0.0,0.03,630.0,0.0,0,630,,0,0,94.83%,55,58,94.83%,55,58,100.00%,58,58,100.00%,58,58,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,87.93%,51,58,90,170,188,10/01/2015,03/31/2016
391,140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET ,CHICAGO,IL,60623,Cook,1.61,382.76,9913.0,0.5,119,9913,100.0,26,26,100.00%,273,273,100.00%,273,273,99.47%,561,564,99.82%,562,563,78.27%,299,382,50.79%,194,382,No,Paper or Other Form,No,01/01/2015,12/31/2015,36.84%,28,76,14.47%,11,76,07/01/2014,06/30/2015,100.00%,303,303,98,84,86,10/01/2015,03/31/2016
392,140103,ST BERNARD HOSPITAL,326 W 64TH ST ,CHICAGO,IL,60621,Cook,2.59,719.56,11574.0,0.0,0,11574,,Not Available,Not Available,98.74%,392,397,98.49%,391,397,74.33%,388,522,89.31%,426,477,99.67%,300,301,34.55%,104,301,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,22.81%,26,114,11.40%,13,114,07/01/2014,06/30/2015,58.79%,204,347,85,46,54,10/01/2015,03/31/2016
393,140110,OTTAWA REGIONAL HOSPITAL DBA OSF SAINT ELIZABETH MDL CTR,1100 EAST NORRIS DRIVE ,OTTAWA,IL,61350,La Salle,0.17,8.43,2040.0,5.45,266.71,2040,100.0,13,13,99.71%,341,342,99.12%,339,342,99.54%,217,218,95.09%,213,224,91.40%,85,93,87.10%,81,93,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,63.96%,71,111,37.84%,42,111,07/01/2014,06/30/2015,99.49%,195,196,98,638,653,10/01/2015,03/31/2016
394,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE ,CHICAGO,IL,60625,Cook,0.36,38.25,4373.0,0.0,0,4373,,Not Available,Not Available,89.72%,323,360,87.22%,314,360,100.00%,443,443,95.46%,421,441,0.00%,0,197,0.00%,0,197,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,62.60%,77,123,30.08%,37,123,07/01/2014,06/30/2015,99.54%,215,216,93,27,29,10/01/2015,03/31/2016
395,140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY ,BLUE ISLAND,IL,60406,Cook,0.0,0.0,1666.0,0.0,0,1666,,Not Available,Not Available,100.00%,152,152,99.34%,151,152,98.63%,144,146,100.00%,141,141,89.47%,17,19,0.00%,0,19,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,94.81%,73,77,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
396,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY ,CHICAGO,IL,60612,Cook,1.93,547.94,11834.0,0.13,37.41,11834,72.22,13,18,53.11%,307,578,50.87%,294,578,80.36%,270,336,98.27%,341,347,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,65.19%,103,158,33.54%,53,158,07/01/2014,06/30/2015,98.99%,295,298,88,3607,4085,10/01/2015,03/31/2016
